type,vertex_count,dimension,eigenvector_fp,eigenvector_energy,half_fp,half_energy
grid,150,3,3,0.0229082774049217,0,0.03131991051454139
grid,50,3,0,0.013061224489795919,2,0.05061224489795919
grid,100,3,0,0.01898989898989899,0,0.03595959595959596
grid,150,3,0,0.019507829977628635,2,0.030604026845637584
grid,50,3,0,0.04897959183673469,1,0.053877551020408164
grid,100,3,0,0.02585858585858586,0,0.03595959595959596
grid,150,3,0,0.01664429530201342,0,0.03006711409395973
grid,50,3,1,0.05714285714285714,1,0.05714285714285714
grid,100,3,0,0.027474747474747475,0,0.03515151515151515
grid,150,3,2,0.01592841163310962,2,0.028456375838926174
grid,50,3,0,0.0,0,0.05877551020408163
grid,100,3,5,0.025050505050505052,0,0.03434343434343434
grid,150,3,0,0.018970917225950783,0,0.03149888143176734
grid,50,3,0,0.019591836734693877,0,0.0636734693877551
grid,100,3,0,0.01616161616161616,0,0.03797979797979798
grid,150,3,0,0.02022371364653244,2,0.028098434004474274
grid,50,3,0,0.035918367346938776,1,0.04897959183673469
grid,100,3,0,0.009696969696969697,0,0.035555555555555556
grid,150,3,11,0.019149888143176735,2,0.028635346756152126
grid,50,3,0,0.0,0,0.062040816326530614
grid,100,3,2,0.017373737373737375,0,0.03676767676767677
grid,150,3,5,0.020044742729306488,2,0.030961968680089484
grid,50,3,0,0.0326530612244898,1,0.05877551020408163
grid,100,3,0,0.013737373737373737,1,0.037171717171717175
grid,150,3,0,0.017181208053691274,1,0.03203579418344519
grid,50,3,0,0.052244897959183675,0,0.045714285714285714
grid,100,3,0,0.00808080808080808,0,0.03595959595959596
grid,150,3,4,0.011812080536912751,1,0.030604026845637584
grid,50,3,0,0.045714285714285714,2,0.0636734693877551
grid,100,3,0,0.02303030303030303,0,0.03434343434343434
grid,150,3,0,0.019328859060402683,1,0.028814317673378075
grid,50,3,2,0.0,2,0.052244897959183675
grid,100,3,0,0.014545454545454545,0,0.033535353535353536
grid,150,3,0,0.02058165548098434,3,0.02970917225950783
grid,50,3,0,0.0326530612244898,0,0.05714285714285714
grid,100,3,0,0.01818181818181818,2,0.03111111111111111
grid,150,3,0,0.02058165548098434,2,0.02917225950782998
grid,50,3,0,0.013061224489795919,0,0.03428571428571429
grid,100,3,0,0.017777777777777778,4,0.03878787878787879
grid,150,3,2,0.021297539149888144,0,0.02917225950782998
grid,50,3,0,0.045714285714285714,7,0.0473469387755102
grid,100,3,0,0.012121212121212121,1,0.035555555555555556
grid,150,3,1,0.01843400447427293,0,0.02917225950782998
grid,50,3,0,0.04897959183673469,2,0.05551020408163265
grid,100,3,0,0.03272727272727273,0,0.030303030303030304
grid,150,3,0,0.01825503355704698,0,0.030782997762863536
grid,50,3,0,0.022857142857142857,0,0.053877551020408164
grid,100,3,1,0.03272727272727273,1,0.03515151515151515
grid,150,3,3,0.019686800894854587,0,0.02791946308724832
grid,50,3,0,0.0163265306122449,1,0.05551020408163265
grid,100,3,0,0.021414141414141413,0,0.03434343434343434
grid,150,3,0,0.020760626398210292,1,0.030782997762863536
grid,50,3,0,0.026122448979591838,0,0.05061224489795919
grid,100,3,0,0.008888888888888889,4,0.03636363636363636
grid,150,3,2,0.020760626398210292,0,0.030782997762863536
grid,50,3,0,0.0,0,0.07510204081632653
grid,100,3,0,0.014545454545454545,0,0.037575757575757575
grid,150,3,0,0.019686800894854587,0,0.028993288590604026
grid,50,3,0,0.03918367346938775,0,0.04897959183673469
grid,100,3,0,0.01696969696969697,5,0.035555555555555556
grid,150,3,0,0.02541387024608501,2,0.028635346756152126
grid,50,3,0,0.013061224489795919,2,0.05551020408163265
grid,100,3,4,0.020202020202020204,1,0.037171717171717175
grid,150,3,0,0.02022371364653244,2,0.02791946308724832
grid,50,3,0,0.0,0,0.045714285714285714
grid,100,3,0,0.010101010101010102,0,0.03797979797979798
grid,150,3,2,0.01378076062639821,0,0.028814317673378075
grid,50,3,0,0.035918367346938776,6,0.05551020408163265
grid,100,3,0,0.028282828282828285,0,0.03434343434343434
grid,150,3,1,0.017718120805369126,0,0.02738255033557047
grid,50,3,0,0.019591836734693877,0,0.05877551020408163
grid,100,3,0,0.023434343434343436,0,0.03676767676767677
grid,150,3,0,0.025592841163310964,3,0.03167785234899329
grid,50,3,2,0.03918367346938775,2,0.053877551020408164
grid,100,3,0,0.007272727272727273,2,0.03676767676767677
grid,150,3,2,0.018970917225950783,0,0.02666666666666667
grid,50,3,4,0.026122448979591838,2,0.05714285714285714
grid,100,3,0,0.023434343434343436,0,0.037575757575757575
grid,150,3,0,0.021476510067114093,1,0.030246085011185683
grid,50,3,0,0.022857142857142857,1,0.062040816326530614
grid,100,3,0,0.00808080808080808,0,0.03595959595959596
grid,150,3,0,0.015212527964205816,0,0.030425055928411632
grid,50,3,0,0.029387755102040815,0,0.060408163265306125
grid,100,3,0,0.009696969696969697,1,0.04
grid,150,3,3,0.023445190156599554,0,0.030246085011185683
grid,50,3,0,0.029387755102040815,1,0.05551020408163265
grid,100,3,0,0.0056565656565656566,2,0.03797979797979798
grid,150,3,4,0.02541387024608501,0,0.030604026845637584
grid,50,3,0,0.0326530612244898,0,0.05877551020408163
grid,100,3,2,0.013737373737373737,0,0.033535353535353536
grid,150,3,0,0.025592841163310964,2,0.03006711409395973
grid,50,3,0,0.035918367346938776,0,0.053877551020408164
grid,100,3,0,0.01616161616161616,2,0.03595959595959596
grid,150,3,0,0.02093959731543624,1,0.028814317673378075
grid,50,3,0,0.035918367346938776,0,0.05714285714285714
grid,100,3,0,0.01616161616161616,0,0.037575757575757575
grid,150,3,1,0.018612975391498882,2,0.029351230425055927
grid,50,3,0,0.022857142857142857,0,0.045714285714285714
grid,100,3,0,0.0,0,0.035555555555555556
grid,150,3,0,0.018970917225950783,0,0.02970917225950783
grid,50,3,0,0.04897959183673469,2,0.044081632653061226
grid,100,3,0,0.015353535353535354,0,0.037171717171717175
grid,150,3,0,0.01843400447427293,0,0.028635346756152126
grid,50,3,0,0.045714285714285714,3,0.05551020408163265
grid,100,3,0,0.021414141414141413,0,0.03151515151515152
grid,150,3,2,0.018612975391498882,2,0.028098434004474274
grid,50,3,0,0.035918367346938776,3,0.053877551020408164
grid,100,3,0,0.017777777777777778,0,0.035555555555555556
grid,150,3,1,0.02093959731543624,2,0.02791946308724832
grid,50,3,0,0.045714285714285714,0,0.05877551020408163
grid,100,3,0,0.01494949494949495,0,0.037575757575757575
grid,150,3,0,0.019686800894854587,0,0.028814317673378075
grid,50,3,0,0.0,2,0.05877551020408163
grid,100,3,0,0.017777777777777778,1,0.03838383838383838
grid,150,3,2,0.017002237136465325,0,0.02738255033557047
grid,50,3,0,0.04244897959183674,2,0.06857142857142857
grid,100,3,8,0.01616161616161616,0,0.03474747474747475
grid,150,3,0,0.01879194630872483,1,0.029351230425055927
