type,vertex_count,k,original_fp,original_energy,eigenvector_fp,eigenvector_energy,pagerank_fp,pagerank_energy,betweenness_fp,betweenness_energy,clustering_fp,clustering_energy,degree_fp,degree_energy
BA,150,5,7,0.07512999820692129,6,0.07132616487455197,2,0.07266869518525147,1,0.07284116331096196,6,0.07544802867383513,2,0.07392160372292822
BA,150,7,1,0.10970917225950783,2,0.10828709504206192,3,0.10705334765485142,1,0.10702460850111857,1,0.10899328859060403,2,0.10649722570252372
BA,50,3,1,0.10448979591836735,0,0.0963265306122449,3,0.09656301145662848,1,0.0946938775510204,3,0.09165302782324058,0,0.0946938775510204
BA,50,5,4,0.14930270713699753,7,0.1378737541528239,0,0.15836734693877552,10,0.15423728813559323,5,0.1448559670781893,0,0.15836734693877552
BA,50,7,1,0.20244897959183675,2,0.20261437908496732,0,0.1926530612244898,1,0.2073469387755102,6,0.2,5,0.20246913580246914
BA,100,3,4,0.052588996763754045,0,0.05616161616161616,1,0.05090909090909091,3,0.050131392763290886,1,0.0602020202020202,1,0.055353535353535356
BA,100,5,3,0.10390135435617547,1,0.10141414141414141,0,0.10303030303030303,1,0.10868686868686869,0,0.10464646464646464,2,0.10305112143867448
BA,100,7,1,0.1406060606060606,4,0.13794498381877024,2,0.13578500707213578,1,0.13373737373737374,0,0.13575757575757577,1,0.13454545454545455
BA,150,3,5,0.041379310344827586,0,0.04062639821029083,0,0.041521252796420584,0,0.04134228187919463,3,0.04654493376297888,2,0.04045104707356363
BA,150,5,0,0.08071588366890381,5,0.07541424093148232,1,0.07731543624161073,1,0.07695749440715884,1,0.0785682326621924,2,0.07553248612851261
BA,150,7,1,0.11078299776286353,0,0.10469798657718121,3,0.10776942355889724,0,0.10720357941834452,2,0.11043493824950779,0,0.10756152125279642
BA,50,3,2,0.0915032679738562,2,0.08823529411764706,0,0.09142857142857143,0,0.0946938775510204,0,0.10448979591836735,2,0.08823529411764706
BA,50,5,3,0.16039279869067102,0,0.15183673469387754,3,0.14893617021276595,2,0.14869281045751634,7,0.14119601328903655,0,0.15346938775510205
BA,50,7,0,0.1910204081632653,2,0.2042483660130719,0,0.21061224489795918,5,0.205761316872428,0,0.21061224489795918,2,0.20588235294117646
BA,100,3,1,0.0597979797979798,0,0.05656565656565657,0,0.057373737373737375,0,0.055353535353535356,3,0.05781281584798868,1,0.0602020202020202
BA,100,5,1,0.10141414141414141,2,0.10345524348353202,2,0.10143463325924429,0,0.09777777777777778,2,0.10466760961810467,1,0.10141414141414141
BA,100,7,2,0.14386744796928672,0,0.13696969696969696,0,0.13818181818181818,0,0.1385858585858586,4,0.1448220064724919,1,0.13656565656565656
BA,150,3,2,0.04331483801682477,0,0.042058165548098436,2,0.04098800787542509,0,0.04134228187919463,8,0.04521395891271194,0,0.04170022371364653
BA,150,5,2,0.07768032933595848,1,0.07552572706935123,0,0.07624161073825503,1,0.07445190156599553,2,0.07857526400572758,0,0.07695749440715884
BA,150,7,0,0.10988814317673377,1,0.10684563758389262,0,0.10559284116331097,2,0.10667621263647754,5,0.10765785938199732,1,0.10559284116331097
BA,50,3,4,0.08367514356029532,15,0.08392857142857142,1,0.0963265306122449,0,0.09306122448979592,3,0.09165302782324058,1,0.0946938775510204
BA,50,5,4,0.14602132895816242,2,0.15522875816993464,3,0.15384615384615385,0,0.15836734693877552,4,0.15258408531583265,3,0.15220949263502456
BA,50,7,13,0.21272885789014823,5,0.205761316872428,14,0.20105820105820105,1,0.20081632653061224,8,0.1971595655806182,3,0.20130932896890344
BA,100,3,1,0.06181818181818182,0,0.0597979797979798,1,0.0597979797979798,1,0.05656565656565657,1,0.0602020202020202,0,0.06060606060606061
BA,100,5,1,0.10262626262626262,1,0.10262626262626262,0,0.09818181818181818,0,0.09898989898989899,1,0.10505050505050505,2,0.09820165690038392
BA,100,7,10,0.1414882772680938,12,0.1420966420966421,0,0.1393939393939394,0,0.1385858585858586,0,0.1486868686868687,0,0.1414141414141414
BA,150,3,2,0.04564166815822445,0,0.04527964205816555,0,0.042953020134228186,1,0.04277404921700224,3,0.047619047619047616,3,0.042606516290726815
BA,150,5,2,0.07857526400572758,6,0.07473118279569893,0,0.07463087248322148,1,0.07731543624161073,0,0.0810738255033557,0,0.07463087248322148
BA,150,7,5,0.109628302731751,0,0.10648769574944071,5,0.10586654724585759,1,0.10487695749440716,1,0.10970917225950783,1,0.10720357941834452
BA,50,3,5,0.09382716049382717,0,0.08326530612244898,1,0.08816326530612245,0,0.08816326530612245,3,0.08183306055646482,0,0.08653061224489796
BA,50,5,14,0.13932980599647266,3,0.15711947626841244,1,0.156734693877551,5,0.13662551440329218,3,0.15384615384615385,3,0.16366612111292964
BA,50,7,0,0.21061224489795918,0,0.19755102040816327,6,0.19669421487603306,0,0.2089795918367347,4,0.20672682526661199,5,0.205761316872428
BA,100,3,4,0.06351132686084142,0,0.05818181818181818,0,0.061414141414141414,1,0.05818181818181818,6,0.06119554204660588,1,0.06060606060606061
BA,100,5,0,0.10424242424242425,1,0.10343434343434343,5,0.09878542510121457,0,0.09575757575757576,0,0.10626262626262627,0,0.1006060606060606
BA,100,7,1,0.138989898989899,2,0.13820973934128106,2,0.14063447161042636,2,0.1394221054758537,3,0.13826561552456035,1,0.13818181818181818
BA,150,3,1,0.0461744966442953,1,0.04134228187919463,1,0.04348993288590604,1,0.04492170022371365,1,0.046353467561521255,3,0.04403866809881848
BA,150,5,1,0.07821029082774049,1,0.07391498881431767,0,0.07588366890380313,0,0.07409395973154362,1,0.07767337807606264,0,0.07677852348993289
BA,150,7,2,0.10667621263647754,1,0.10612975391498881,1,0.10648769574944071,3,0.10472610096670247,20,0.10578060992262175,2,0.10488634329693933
BA,50,3,1,0.0963265306122449,4,0.0918785890073831,1,0.08653061224489796,0,0.0946938775510204,1,0.09142857142857143,0,0.09795918367346938
BA,50,5,1,0.1404081632653061,0,0.15020408163265306,0,0.14530612244897959,1,0.14204081632653062,2,0.15196078431372548,2,0.13562091503267973
BA,50,7,8,0.18546365914786966,0,0.19755102040816327,1,0.19428571428571428,1,0.1926530612244898,10,0.21694915254237288,1,0.19918367346938776
BA,100,3,1,0.06303030303030303,1,0.05818181818181818,0,0.057777777777777775,0,0.055757575757575756,2,0.06385128308749242,0,0.061414141414141414
BA,100,5,0,0.10424242424242425,4,0.10194174757281553,2,0.09658516872095373,0,0.09858585858585858,2,0.09900990099009901,3,0.10228421265413382
BA,100,7,4,0.1464401294498382,2,0.13820973934128106,0,0.14383838383838385,0,0.14181818181818182,3,0.14230846977966444,3,0.14149989892864362
BA,150,3,2,0.04761052443171648,4,0.0440504969110932,1,0.04187919463087248,0,0.042953020134228186,1,0.04742729306487696,0,0.0447427293064877
BA,150,5,1,0.07552572706935123,1,0.07373601789709172,2,0.07481653839269733,0,0.07337807606263982,0,0.07731543624161073,1,0.07337807606263982
BA,150,7,1,0.10791946308724833,4,0.10600769988360641,1,0.10523489932885906,1,0.10630872483221476,3,0.10955961331901182,5,0.10640394088669951
BA,50,3,1,0.09142857142857143,1,0.09306122448979592,1,0.10122448979591837,0,0.0963265306122449,0,0.10612244897959183,1,0.0963265306122449
BA,50,5,13,0.15518744551002617,1,0.15510204081632653,0,0.14530612244897959,3,0.16366612111292964,3,0.14729950900163666,3,0.14729950900163666
BA,50,7,9,0.2001682085786375,2,0.21405228758169934,0,0.19918367346938776,0,0.19918367346938776,3,0.19312602291325695,1,0.19755102040816327
BA,100,3,7,0.057212416311625075,1,0.05656565656565657,0,0.06181818181818182,0,0.06060606060606061,1,0.06181818181818182,2,0.05698120832491412
BA,100,5,1,0.10383838383838384,2,0.10143463325924429,4,0.10153721682847897,1,0.10020202020202021,3,0.10349706893066504,4,0.10315533980582524
BA,100,7,0,0.138989898989899,4,0.13875404530744337,2,0.13982622752071125,1,0.13616161616161615,8,0.13693620479479887,0,0.13818181818181818
BA,150,3,1,0.044384787472035794,0,0.042237136465324385,1,0.04170022371364653,3,0.04206945936269244,5,0.04352888490819525,2,0.041166994809378916
BA,150,5,4,0.0789685737308622,1,0.07534675615212529,0,0.07498881431767337,1,0.07785234899328859,10,0.0803234501347709,1,0.07731543624161073
BA,150,7,3,0.1079484425349087,1,0.10469798657718121,3,0.10401002506265664,1,0.10809843400447428,7,0.11188811188811189,0,0.10684563758389262
BA,50,3,1,0.08326530612244898,1,0.08816326530612245,2,0.08986928104575163,0,0.08979591836734693,1,0.0946938775510204,0,0.08326530612244898
BA,50,5,1,0.16489795918367348,3,0.14566284779050737,0,0.15183673469387754,1,0.14530612244897959,1,0.15510204081632653,8,0.14536340852130325
BA,50,7,15,0.19642857142857142,1,0.1893877551020408,3,0.18821603927986907,3,0.19476268412438624,24,0.1833508956796628,11,0.18632478632478633
BA,100,3,0,0.06505050505050505,0,0.05656565656565657,0,0.05898989898989899,3,0.05902567212451991,0,0.05898989898989899,1,0.05656565656565657
BA,100,5,1,0.10626262626262627,1,0.10222222222222223,1,0.10101010101010101,2,0.09739341281066882,2,0.10547585370781976,2,0.10143463325924429
BA,100,7,22,0.14282687009959738,1,0.14505050505050504,3,0.14149989892864362,0,0.14343434343434344,2,0.1454839361487169,0,0.14505050505050504
BA,150,3,4,0.043692362789864804,1,0.042058165548098436,0,0.042953020134228186,1,0.041521252796420584,0,0.0454586129753915,1,0.04277404921700224
BA,150,5,0,0.0789261744966443,0,0.07803131991051454,1,0.07642058165548099,1,0.07534675615212529,0,0.07588366890380313,5,0.07684729064039408
BA,150,7,19,0.10705198109778262,2,0.10649722570252372,0,0.10595078299776287,2,0.10667621263647754,8,0.11088185161926976,3,0.10741138560687433
BA,50,3,5,0.09218106995884774,5,0.09876543209876543,0,0.09795918367346938,1,0.09142857142857143,0,0.09959183673469388,1,0.08653061224489796
BA,50,5,2,0.16013071895424835,1,0.16,1,0.15510204081632653,2,0.15196078431372548,2,0.1503267973856209,1,0.15020408163265306
BA,50,7,1,0.20408163265306123,1,0.18612244897959185,1,0.18775510204081633,5,0.19588477366255144,10,0.19491525423728814,3,0.19803600654664485
BA,100,3,5,0.058299595141700404,1,0.05898989898989899,0,0.061414141414141414,0,0.057373737373737375,2,0.06061830672863205,3,0.062259955528603195
BA,100,5,0,0.10505050505050505,0,0.10424242424242425,0,0.10505050505050505,0,0.1006060606060606,6,0.10739614994934144,0,0.10262626262626262
BA,100,7,1,0.141010101010101,0,0.1385858585858586,2,0.14063447161042636,3,0.13988275722660198,0,0.14222222222222222,1,0.13696969696969696
BA,150,3,0,0.04384787472035794,0,0.04366890380313199,1,0.04259507829977629,0,0.04259507829977629,0,0.04527964205816555,0,0.04259507829977629
BA,150,5,2,0.07947019867549669,2,0.07338464292106676,0,0.07337807606263982,0,0.07534675615212529,2,0.07768032933595848,1,0.07552572706935123
BA,150,7,1,0.11310961968680089,2,0.10989797744764632,0,0.10774049217002236,1,0.105413870246085,1,0.11060402684563758,2,0.10775013424020047
BA,50,3,4,0.10500410172272355,18,0.09328358208955224,1,0.0946938775510204,0,0.0946938775510204,1,0.0963265306122449,18,0.09514925373134328
BA,50,5,6,0.18016528925619835,2,0.16176470588235295,0,0.15510204081632653,2,0.1503267973856209,15,0.16428571428571428,2,0.15849673202614378
BA,50,7,5,0.2189300411522634,1,0.20081632653061224,1,0.2089795918367347,1,0.2057142857142857,9,0.21362489486963834,1,0.19918367346938776
BA,100,3,4,0.052588996763754045,1,0.052525252525252523,2,0.0533441099211962,1,0.052525252525252523,2,0.05698120832491412,0,0.057373737373737375
BA,100,5,3,0.10349706893066504,1,0.09656565656565656,1,0.09737373737373738,2,0.09779753485552636,2,0.10507173166296221,3,0.101475641803113
BA,100,7,0,0.1414141414141414,2,0.13982622752071125,1,0.13696969696969696,0,0.13818181818181818,1,0.1414141414141414,4,0.13754045307443366
BA,150,3,0,0.0458165548098434,0,0.040268456375838924,1,0.040089485458612975,1,0.040268456375838924,6,0.04265232974910394,1,0.042953020134228186
BA,150,5,2,0.0787542509396814,0,0.07516778523489932,0,0.07552572706935123,0,0.07695749440715884,4,0.0793267078520906,2,0.07445856452478969
BA,150,7,1,0.11275167785234899,1,0.10917225950782998,1,0.10756152125279642,2,0.10542330409880078,2,0.11007696438160014,2,0.10649722570252372
BA,50,3,0,0.0946938775510204,7,0.0946843853820598,0,0.08979591836734693,0,0.08979591836734693,1,0.09959183673469388,2,0.08496732026143791
BA,50,5,1,0.14530612244897959,0,0.15020408163265306,0,0.14530612244897959,1,0.1469387755102041,5,0.15473251028806584,2,0.15196078431372548
BA,50,7,0,0.20244897959183675,1,0.2073469387755102,0,0.19428571428571428,0,0.19755102040816327,1,0.19755102040816327,6,0.1933884297520661
BA,100,3,2,0.05981006263891695,0,0.05818181818181818,0,0.059393939393939395,0,0.05494949494949495,1,0.06383838383838383,0,0.057777777777777775
BA,100,5,2,0.10183875530410184,1,0.09898989898989899,0,0.09898989898989899,4,0.09789644012944984,3,0.10066707095209218,1,0.09777777777777778
BA,100,7,9,0.1396011396011396,1,0.13737373737373737,0,0.1301010101010101,3,0.13583990297149787,1,0.13696969696969696,2,0.1325520307132754
BA,150,3,2,0.04564166815822445,5,0.04460367218987909,0,0.042953020134228186,2,0.042419903347055664,1,0.0461744966442953,2,0.04617862896008591
BA,150,5,1,0.07552572706935123,0,0.07355704697986577,1,0.07284116331096196,0,0.07355704697986577,5,0.07756381549484997,2,0.07087882584571327
BA,150,7,2,0.10792912117415429,1,0.10612975391498881,0,0.10451901565995526,0,0.10595078299776287,2,0.10649722570252372,1,0.10595078299776287
BA,50,3,0,0.09959183673469388,0,0.0963265306122449,0,0.08816326530612245,0,0.0963265306122449,1,0.09795918367346938,1,0.0946938775510204
BA,50,5,7,0.1461794019933555,1,0.15183673469387754,1,0.14857142857142858,1,0.14204081632653062,0,0.16489795918367348,3,0.15220949263502456
BA,50,7,0,0.20244897959183675,2,0.2042483660130719,1,0.21224489795918366,2,0.2107843137254902,9,0.20689655172413793,2,0.20915032679738563
BA,100,3,1,0.06101010101010101,6,0.06038500506585613,0,0.05898989898989899,0,0.05616161616161616,4,0.05946601941747573,4,0.05663430420711974
BA,100,5,1,0.10424242424242425,0,0.10181818181818182,0,0.10020202020202021,0,0.09656565656565656,4,0.10315533980582524,4,0.10194174757281553
BA,100,7,0,0.1393939393939394,2,0.12851081026469993,2,0.13053142048898767,1,0.13292929292929292,5,0.1408906882591093,3,0.13664847382251868
BA,150,3,1,0.04563758389261745,1,0.04187919463087248,1,0.04313199105145414,3,0.042248478338703904,1,0.0458165548098434,0,0.04277404921700224
BA,150,5,0,0.07946308724832214,2,0.07481653839269733,0,0.07463087248322148,0,0.07463087248322148,0,0.07785234899328859,5,0.0748768472906404
BA,150,7,2,0.10936101664578486,0,0.10577181208053692,2,0.10578127796670843,3,0.10436806301467956,2,0.1097189905136925,0,0.10630872483221476
BA,50,3,2,0.09313725490196079,1,0.09306122448979592,1,0.09306122448979592,0,0.08979591836734693,1,0.09306122448979592,2,0.0915032679738562
BA,50,5,2,0.15849673202614378,0,0.16163265306122448,1,0.16163265306122448,3,0.16202945990180032,1,0.16816326530612244,1,0.15346938775510205
BA,50,7,1,0.21877551020408162,0,0.20408163265306123,0,0.20244897959183675,4,0.2018047579983593,1,0.20408163265306123,0,0.21061224489795918
BA,100,3,0,0.0602020202020202,1,0.057373737373737375,0,0.05414141414141414,2,0.055768842190341485,3,0.05821710127349909,1,0.05858585858585859
BA,100,5,6,0.10861195542046606,1,0.10464646464646464,2,0.10426348757324712,2,0.10345524348353202,8,0.10321007720438846,3,0.10268849807964422
BA,100,7,2,0.13820973934128106,0,0.13575757575757577,1,0.13373737373737374,0,0.13252525252525252,6,0.13738601823708207,1,0.13616161616161615
BA,150,3,1,0.0461744966442953,3,0.04278553526673828,0,0.04402684563758389,3,0.04332259219477264,2,0.045283694290316805,3,0.04332259219477264
BA,150,5,0,0.07821029082774049,4,0.07413376309427881,1,0.07337807606263982,0,0.07642058165548099,11,0.07553956834532374,1,0.0774944071588367
BA,150,7,1,0.10756152125279642,3,0.10562119584675976,2,0.10291748702344729,8,0.10460213510361532,1,0.10720357941834452,5,0.10461262875055978
BA,50,3,1,0.0946938775510204,0,0.08653061224489796,1,0.09306122448979592,1,0.09306122448979592,2,0.09640522875816994,6,0.08925619834710743
BA,50,5,0,0.156734693877551,1,0.15183673469387754,2,0.15522875816993464,4,0.1542247744052502,6,0.15702479338842976,8,0.1570593149540518
BA,50,7,1,0.19755102040816327,7,0.18438538205980065,2,0.1895424836601307,5,0.18765432098765433,6,0.18512396694214875,7,0.17109634551495018
BA,100,3,1,0.06262626262626263,0,0.059393939393939395,1,0.05898989898989899,0,0.05696969696969697,1,0.06222222222222222,0,0.05898989898989899
BA,100,5,13,0.10509031198686371,4,0.1011326860841424,2,0.09900990099009901,5,0.09959514170040486,2,0.10426348757324712,5,0.1020242914979757
BA,100,7,0,0.14181818181818182,0,0.141010101010101,3,0.14311704063068525,2,0.1410385936552839,0,0.14424242424242426,0,0.14303030303030304
BA,150,3,3,0.046365914786967416,1,0.042058165548098436,0,0.04062639821029083,1,0.041521252796420584,2,0.047252550563808844,0,0.04313199105145414
BA,150,5,4,0.07807323842779121,1,0.07731543624161073,0,0.07695749440715884,1,0.07606263982102908,3,0.08109559613319012,0,0.07659955257270694
BA,150,7,2,0.10757114730624665,1,0.10559284116331097,2,0.1063182387685699,1,0.10523489932885906,5,0.10729959695476937,3,0.10615825277479413
BA,50,3,18,0.11194029850746269,12,0.08455565142364108,0,0.09142857142857143,1,0.0963265306122449,2,0.0915032679738562,2,0.08986928104575163
BA,50,5,0,0.15020408163265306,0,0.15020408163265306,1,0.15510204081632653,3,0.14566284779050737,1,0.15836734693877552,1,0.16
BA,50,7,0,0.20244897959183675,1,0.1910204081632653,2,0.19281045751633988,0,0.18775510204081633,0,0.1893877551020408,0,0.1926530612244898
BA,100,3,2,0.06061830672863205,0,0.05818181818181818,2,0.05496059810062639,0,0.05656565656565657,0,0.061414141414141414,8,0.05770012190166599
BA,100,5,4,0.10396440129449838,1,0.10020202020202021,4,0.10032362459546926,3,0.09864564382454012,1,0.1006060606060606,1,0.09898989898989899
BA,100,7,2,0.1394221054758537,1,0.13696969696969696,2,0.13861386138613863,3,0.1326056195674146,2,0.14588805819357445,3,0.14271275520517485
BA,150,3,2,0.04474673348845534,1,0.042058165548098436,1,0.04170022371364653,1,0.041521252796420584,3,0.046007876834944506,2,0.04277787721496331
BA,150,5,4,0.076103500761035,3,0.07482993197278912,0,0.07606263982102908,0,0.0774944071588367,6,0.07741935483870968,3,0.07751521661296097
BA,150,7,8,0.10675518076612542,1,0.10738255033557047,3,0.10347296813462227,1,0.10595078299776287,1,0.10970917225950783,1,0.10738255033557047
BA,50,3,1,0.10448979591836735,0,0.09959183673469388,0,0.10122448979591837,0,0.10122448979591837,0,0.0963265306122449,3,0.09983633387888707
BA,50,5,7,0.1478405315614618,1,0.14530612244897959,0,0.14530612244897959,1,0.1469387755102041,7,0.15282392026578073,1,0.13551020408163264
BA,50,7,1,0.18775510204081633,1,0.1893877551020408,1,0.18122448979591838,3,0.18494271685761046,1,0.19918367346938776,6,0.19669421487603306
BA,100,3,0,0.059393939393939395,0,0.055757575757575756,0,0.05898989898989899,0,0.05858585858585859,1,0.06424242424242424,1,0.06181818181818182
BA,100,5,0,0.10464646464646464,4,0.10032362459546926,4,0.09870550161812297,0,0.09696969696969697,0,0.10464646464646464,0,0.09777777777777778
BA,100,7,0,0.14747474747474748,4,0.14158576051779936,0,0.141010101010101,1,0.14262626262626263,2,0.14467569205900183,3,0.1410956135031332
BA,150,3,1,0.04778523489932886,2,0.04134598174333274,0,0.04331096196868009,1,0.04402684563758389,2,0.04564166815822445,2,0.04259889028100949
BA,150,5,1,0.07606263982102908,0,0.07624161073825503,1,0.07534675615212529,0,0.07355704697986577,0,0.08071588366890381,0,0.07552572706935123
BA,150,7,2,0.10757114730624665,1,0.10612975391498881,3,0.10383100608664518,2,0.10345444782530876,3,0.10472610096670247,3,0.10597923379878267
BA,50,3,1,0.10285714285714286,0,0.08979591836734693,0,0.09795918367346938,2,0.08986928104575163,1,0.09959183673469388,8,0.0885547201336675
BA,50,5,2,0.15196078431372548,5,0.15308641975308643,1,0.1436734693877551,8,0.15371762740183792,8,0.16541353383458646,7,0.15282392026578073
BA,50,7,8,0.1921470342522974,0,0.1926530612244898,0,0.1910204081632653,4,0.18539786710418377,1,0.1910204081632653,4,0.1804757998359311
BA,100,3,3,0.06023852840105114,0,0.057373737373737375,0,0.055353535353535356,0,0.05616161616161616,1,0.059393939393939395,1,0.05454545454545454
BA,100,5,20,0.09327731092436975,0,0.0993939393939394,3,0.09662421669698808,1,0.09454545454545454,0,0.10020202020202021,1,0.10181818181818182
BA,100,7,0,0.14464646464646463,1,0.13494949494949496,3,0.13583990297149787,1,0.13535353535353536,24,0.14163457424047926,0,0.13696969696969696
BA,150,3,1,0.04527964205816555,1,0.042237136465324385,1,0.040268456375838924,0,0.04187919463087248,4,0.0454830333960068,1,0.04313199105145414
BA,150,5,2,0.07678539466618937,0,0.07516778523489932,2,0.07320565598711294,0,0.07695749440715884,8,0.07750964385036332,0,0.07516778523489932
BA,150,7,3,0.10830648048693162,1,0.105413870246085,2,0.10739216037229282,0,0.10612975391498881,1,0.11185682326621924,0,0.10720357941834452
BA,50,3,9,0.08410428931875526,1,0.08816326530612245,2,0.09477124183006536,2,0.08823529411764706,0,0.10612244897959183,0,0.08816326530612245
BA,50,5,13,0.16216216216216217,1,0.15836734693877552,1,0.15510204081632653,1,0.16489795918367348,1,0.1730612244897959,0,0.15836734693877552
BA,50,7,5,0.1991769547325103,0,0.19591836734693877,1,0.19428571428571428,2,0.2042483660130719,4,0.19524200164068908,0,0.21387755102040817
BA,100,3,1,0.06181818181818182,0,0.057777777777777775,0,0.05494949494949495,5,0.0562753036437247,2,0.06223479490806223,0,0.061414141414141414
BA,100,5,0,0.09777777777777778,1,0.09898989898989899,1,0.10181818181818182,3,0.10026278552658177,2,0.10183875530410184,0,0.10222222222222223
BA,100,7,4,0.13470873786407767,3,0.12856276531231048,2,0.1325520307132754,2,0.13012729844413012,2,0.1410385936552839,4,0.13592233009708737
BA,150,3,5,0.04352888490819525,0,0.0447427293064877,3,0.04439670605084139,1,0.042953020134228186,1,0.0454586129753915,2,0.04367281188473241
BA,150,5,1,0.07570469798657718,2,0.07410059065688204,0,0.07373601789709172,1,0.07391498881431767,2,0.07732235546805083,0,0.07391498881431767
BA,150,7,0,0.10970917225950783,1,0.10630872483221476,1,0.10648769574944071,0,0.10612975391498881,9,0.1080886973696023,1,0.10595078299776287
BA,50,3,2,0.08823529411764706,2,0.08496732026143791,3,0.0867430441898527,3,0.08346972176759411,1,0.08326530612244898,2,0.0915032679738562
BA,50,5,2,0.16013071895424835,5,0.16296296296296298,1,0.156734693877551,0,0.156734693877551,11,0.1675213675213675,0,0.16326530612244897
BA,50,7,2,0.19281045751633988,4,0.1837571780147662,4,0.19688269073010664,1,0.19428571428571428,3,0.20294599018003273,3,0.19967266775777415
BA,100,3,2,0.05698120832491412,0,0.055757575757575756,1,0.05696969696969697,3,0.053365676167374164,3,0.053365676167374164,0,0.05494949494949495
BA,100,5,1,0.10020202020202021,1,0.10141414141414141,2,0.09698929076581128,0,0.10101010101010101,1,0.0997979797979798,0,0.10101010101010101
BA,100,7,2,0.1394221054758537,1,0.14262626262626263,2,0.14063447161042636,2,0.1410385936552839,3,0.14149989892864362,2,0.14184683774499898
BA,150,3,3,0.045112781954887216,0,0.04331096196868009,1,0.042058165548098436,1,0.04348993288590604,3,0.044754744002864305,4,0.043513295729250605
BA,150,5,1,0.07946308724832214,0,0.07624161073825503,2,0.07231072131734384,1,0.07355704697986577,2,0.07678539466618937,1,0.07480984340044743
BA,150,7,0,0.11185682326621924,2,0.10613925183461607,2,0.10542330409880078,3,0.10508413891872538,4,0.106544901065449,0,0.10809843400447428
BA,50,3,1,0.09795918367346938,2,0.09313725490196079,1,0.09306122448979592,0,0.09306122448979592,4,0.08531583264971287,2,0.08660130718954248
BA,50,5,14,0.15520282186948853,2,0.1715686274509804,1,0.15510204081632653,1,0.15183673469387754,1,0.156734693877551,2,0.15849673202614378
BA,50,7,12,0.2088006902502157,7,0.2009966777408638,2,0.20261437908496732,3,0.20130932896890344,5,0.20246913580246914,6,0.20165289256198346
BA,100,3,3,0.0586213866990095,2,0.05617296423519903,2,0.056577086280056574,0,0.05414141414141414,4,0.05825242718446602,1,0.05656565656565657
BA,100,5,1,0.10303030303030303,3,0.101475641803113,3,0.0978370729735193,2,0.10103051121438675,3,0.10268849807964422,1,0.09696969696969697
BA,100,7,1,0.14909090909090908,0,0.14343434343434344,2,0.14427157001414428,0,0.14262626262626263,5,0.14251012145748987,1,0.14343434343434344
BA,150,3,4,0.046736502820306204,1,0.044205816554809846,0,0.04259507829977629,2,0.04331483801682477,3,0.04529180093089868,3,0.04582885785893305
BA,150,5,0,0.0785682326621924,2,0.07427957759083587,2,0.07499552532665116,1,0.07248322147651007,5,0.07595163457232423,5,0.0741603224361845
BA,150,7,0,0.10827740492170022,0,0.10720357941834452,3,0.10526315789473684,0,0.10612975391498881,1,0.10970917225950783,2,0.10667621263647754
BA,50,3,11,0.09230769230769231,2,0.08333333333333333,0,0.08816326530612245,2,0.08006535947712418,10,0.09661016949152543,8,0.09189640768588136
BA,50,5,0,0.16489795918367348,1,0.16816326530612244,1,0.15346938775510205,2,0.1437908496732026,0,0.16489795918367348,0,0.15836734693877552
BA,50,7,3,0.18494271685761046,2,0.19934640522875818,12,0.19499568593615185,3,0.19803600654664485,14,0.19753086419753085,1,0.18775510204081633
BA,100,3,0,0.059393939393939395,0,0.0597979797979798,2,0.0602141846837745,0,0.05858585858585859,0,0.061414141414141414,5,0.06032388663967611
BA,100,5,1,0.10505050505050505,0,0.10383838383838384,0,0.10141414141414141,8,0.1003657049979683,1,0.10787878787878788,3,0.10228421265413382
BA,100,7,7,0.13958206532765266,1,0.138989898989899,1,0.13575757575757577,0,0.13575757575757577,17,0.13917739925218114,1,0.13494949494949496
BA,150,3,1,0.046353467561521255,2,0.04098800787542509,0,0.04384787472035794,0,0.0447427293064877,7,0.045902815133584365,1,0.04259507829977629
BA,150,5,0,0.07982102908277405,0,0.07642058165548099,2,0.0787542509396814,3,0.07518796992481203,2,0.08072310721317344,3,0.07912638739706408
BA,150,7,2,0.1097189905136925,3,0.10723236663086287,1,0.10935123042505593,3,0.10615825277479413,4,0.10690303518667742,1,0.10899328859060403
BA,50,3,2,0.09313725490196079,1,0.09142857142857143,3,0.09328968903436989,1,0.09142857142857143,2,0.09477124183006536,3,0.09165302782324058
BA,50,5,7,0.1611295681063123,5,0.14814814814814814,0,0.16,1,0.15183673469387754,7,0.15448504983388706,5,0.15473251028806584
BA,50,7,1,0.1926530612244898,6,0.19669421487603306,1,0.1910204081632653,3,0.18985270049099837,9,0.1883936080740118,1,0.1910204081632653
BA,100,3,11,0.05515832482124617,1,0.057373737373737375,1,0.05494949494949495,1,0.05616161616161616,0,0.0602020202020202,0,0.057777777777777775
BA,100,5,4,0.10558252427184465,1,0.10343434343434343,1,0.10101010101010101,4,0.10315533980582524,2,0.10507173166296221,0,0.10222222222222223
BA,100,7,0,0.14424242424242426,0,0.1397979797979798,1,0.13777777777777778,1,0.138989898989899,2,0.14305920387957163,5,0.13846153846153847
BA,150,3,1,0.0454586129753915,1,0.04259507829977629,2,0.04313585108287095,0,0.042058165548098436,1,0.046532438478747204,1,0.04456375838926174
BA,150,5,2,0.07750134240200465,1,0.07480984340044743,0,0.07391498881431767,1,0.07355704697986577,0,0.07821029082774049,1,0.07480984340044743
BA,150,7,3,0.1054421768707483,1,0.10648769574944071,1,0.10362416107382551,1,0.10684563758389262,1,0.10702460850111857,1,0.10272930648769575
